ID,NIR_R,NIR_S,NIR_T,NIR_U,NIR_V,NIR_W,Vis_Violet,Vis_Blue,Vis_Green,Vis_Yellow,Vis_Orange,Vis_Red
19.0,1847.6,675.53,176.44,94.48,117.87,71.75,560.4,501.67,622.38,1185.29,1675.31,1579.81
19.0,1685.23,707.21,170.95,93.65,120.43,78.58,525.58,370.55,623.4,1099.18,1675.31,1530.47
19.0,1501.97,673.48,150.56,87.85,111.89,79.72,545.17,362.57,666.25,1035.92,1315.03,1204.95
19.0,2395.04,839.05,191.34,111.06,151.18,108.19,475.52,417.3,647.89,914.66,997.41,996.43
19.0,2604.97,946.35,213.3,119.35,172.53,111.61,386.3,372.83,509.13,767.05,824.86,871.48
20.0,1941.55,725.61,156.05,88.68,141.78,96.8,331.89,340.91,594.83,955.08,1161.44,1114.22
20.0,2410.12,818.61,196.83,109.4,162.28,108.19,350.39,328.37,519.33,821.53,909.24,967.78
20.0,2700.07,965.77,244.67,133.44,183.63,116.17,358.0,273.64,398.94,637.89,880.8,965.4
20.0,3101.37,1102.72,285.45,154.99,206.69,132.11,326.45,259.96,356.08,642.29,966.13,1079.2
20.0,2196.71,1152.79,251.73,148.35,169.11,115.03,314.48,277.06,341.8,679.19,945.27,1051.35
20.0,1794.25,918.76,197.62,121.0,140.93,99.08,256.8,231.45,307.11,629.98,848.56,1038.62
20.0,2549.3,1043.44,228.2,135.09,174.24,118.44,272.04,240.57,289.76,620.32,753.75,1000.41
20.0,2527.26,881.97,225.85,125.15,163.99,95.67,323.18,247.41,238.75,531.58,779.35,1094.33
20.0,2275.58,957.59,211.73,127.63,151.18,99.08,327.53,205.23,216.3,485.89,872.26,1207.34
20.0,1762.93,805.32,179.58,103.6,113.6,70.61,511.43,240.57,241.81,539.49,1066.63,1415.06
21.0,1790.77,677.57,167.03,92.0,116.16,72.89,738.86,543.86,878.47,1223.07,1646.87,1725.45
21.0,1811.65,675.53,159.98,89.51,121.28,77.44,585.43,361.43,677.48,1071.94,1736.94,1751.72
21.0,1737.42,663.26,156.05,87.02,120.43,79.72,688.8,387.65,728.49,1086.0,1978.71,1734.21
21.0,1706.1,735.83,156.05,91.17,128.97,88.83,753.0,423.0,902.96,1311.81,2271.68,1935.57
21.0,2233.82,829.85,178.01,104.43,163.99,115.03,684.45,428.7,1011.11,1362.77,2174.02,1841.65
21.0,2832.29,960.66,229.77,129.29,193.88,123.0,522.31,449.22,932.55,1287.21,1567.23,1506.59
21.0,3690.56,1298.94,323.09,175.71,253.67,160.58,346.03,413.88,680.54,994.62,925.36,872.28
21.0,4458.37,1523.77,371.71,201.4,281.85,183.36,322.09,369.41,490.76,689.73,864.68,828.5
21.0,4199.73,1432.82,363.08,203.06,279.29,179.94,400.44,351.17,449.95,773.2,1106.45,1171.53
21.0,2966.83,1170.17,308.97,166.59,198.15,124.14,372.15,303.28,415.26,771.45,1102.65,1185.06
22.0,4362.1,1098.63,287.01,152.5,276.73,154.89,282.92,148.22,867.25,1074.58,1883.9,1154.02
22.0,4175.37,1258.06,323.87,174.05,264.77,151.47,404.79,215.49,1161.1,1433.06,2075.42,1361.74
22.0,4016.48,1180.39,282.31,159.96,268.19,150.33,697.51,426.42,1237.62,1718.62,2139.89,1600.5
22.0,4175.37,1290.76,283.09,164.93,267.33,166.28,352.56,153.92,763.18,1127.3,1937.94,1512.16
22.0,3752.04,1261.12,269.76,161.62,252.81,153.75,554.96,288.46,1085.59,1503.35,2357.96,1696.01
