ID,NIR_R,NIR_S,NIR_T,NIR_U,NIR_V,NIR_W,Vis_Violet,Vis_Blue,Vis_Green,Vis_Yellow,Vis_Orange,Vis_Red
6.0,2215.27,920.8,128.61,98.63,181.07,133.25,1018.51,1127.62,2124.25,3764.97,2979.92,2822.96
6.0,1827.88,711.3,107.43,80.39,145.2,120.72,742.12,949.75,2474.21,4329.06,3671.09,3330.73
6.0,1578.52,608.08,90.97,68.79,122.99,95.67,794.35,1324.87,2927.23,5068.88,4616.36,4520.56
6.0,1409.19,527.34,81.56,61.33,114.45,83.14,957.58,1194.89,3536.34,6195.29,5633.68,6155.29
6.0,1297.84,433.32,69.79,50.56,103.35,74.03,818.29,1119.64,5205.54,8880.42,8642.99,8348.72
6.0,1294.37,442.52,68.22,49.73,105.05,72.89,696.42,1367.05,6657.42,10832.75,8694.19,7762.95
6.0,1272.33,445.58,69.01,50.56,103.35,69.47,638.75,1189.19,5418.79,8842.63,7158.25,6419.52
6.0,940.62,423.1,63.52,46.41,82.85,62.64,460.29,1343.11,5153.51,8572.01,6529.65,5663.44
6.0,864.07,345.43,57.25,40.61,69.18,46.69,554.96,1406.96,6218.7,10056.92,7809.6,6677.38
6.0,1130.83,323.97,63.52,42.27,76.02,48.97,694.24,1416.08,5490.21,9276.68,7863.64,7829.81
7.0,1658.55,551.87,100.38,72.11,132.39,91.11,590.87,941.77,3181.28,4472.28,3482.42,2524.51
7.0,1714.22,558.0,92.53,67.13,134.09,87.69,608.28,1156.12,3239.44,4930.93,3825.63,3067.3
7.0,1558.81,529.39,89.4,65.47,119.57,79.72,735.59,1147.0,3252.7,4740.26,3319.34,2652.65
7.0,1357.0,447.63,73.71,53.04,106.76,70.61,819.38,1510.71,3504.71,5387.82,4294.95,3201.0
7.0,1343.08,415.95,69.01,48.9,104.2,68.33,778.03,1581.4,3892.42,5479.2,4417.26,3353.02
7.0,1300.16,400.62,65.09,47.24,107.62,66.05,1021.78,1867.58,4564.8,6430.77,5289.52,3911.72
7.0,1209.7,347.47,60.38,42.27,96.51,63.78,710.57,2259.8,5870.78,8164.32,5354.94,3998.47
7.0,1181.86,320.9,55.68,38.95,93.95,63.78,751.92,1921.17,5257.58,6811.22,4504.48,3109.48
7.0,1308.28,377.11,61.95,43.93,108.47,75.17,588.69,1432.04,4342.37,5730.49,3830.37,2651.06
7.0,1338.44,378.13,69.79,48.9,105.91,70.61,299.24,915.55,3981.19,5003.86,3029.22,1994.46
8.0,1757.14,629.54,101.16,73.76,144.34,97.94,862.91,1443.44,4013.84,5890.4,4196.35,3333.12
8.0,1682.91,548.8,87.83,64.65,136.66,89.97,926.02,1433.18,4125.05,6121.49,4515.86,3710.36
8.0,1681.75,551.87,88.61,64.65,134.95,89.97,766.06,1478.79,4335.23,6302.49,4683.68,3746.18
8.0,1507.77,533.47,83.12,61.33,123.84,82.0,1605.03,2232.43,5116.78,7701.28,5792.02,4628.8
8.0,1505.45,465.0,75.28,54.7,121.28,78.58,985.87,1746.72,5311.65,7567.73,5892.52,4604.13
8.0,1529.81,451.71,72.93,52.21,121.28,78.58,719.27,1812.85,5467.76,7577.39,5422.25,3990.51
8.0,1499.65,468.07,77.63,53.87,117.01,78.58,1328.64,2181.12,5774.87,8101.94,5817.62,4382.88
8.0,1252.61,430.25,71.36,49.73,99.08,68.33,614.81,1518.69,4867.83,6469.43,4163.16,3070.48
8.0,1258.41,368.93,65.09,43.93,99.93,69.47,721.45,1433.18,4387.27,5846.47,3957.42,2938.37
8.0,1554.17,486.46,76.85,54.7,130.68,89.97,645.28,1422.92,4424.0,5893.92,3851.23,2785.56
9.0,938.3,283.09,112.14,83.71,102.49,68.33,725.8,890.46,2536.45,3655.14,3281.42,2803.86
9.0,884.95,229.95,105.87,73.76,86.26,56.94,990.22,1763.83,4070.98,6289.31,4512.07,3963.45
9.0,955.7,247.32,89.4,62.16,84.56,54.67,1281.85,2885.74,5655.49,8314.57,5725.65,4393.22
9.0,992.81,262.65,76.85,54.7,90.53,56.94,1176.3,2141.22,6152.38,9078.99,6657.65,4831.75
9.0,1062.4,289.22,65.09,46.41,95.66,63.78,606.1,2011.24,4969.86,7210.12,4054.13,2229.24
9.0,1040.36,321.92,68.22,49.73,93.1,61.5,714.92,1896.09,3906.71,5625.93,3555.42,2199.8
9.0,1026.45,288.2,67.44,47.24,92.24,61.5,565.84,2177.7,3928.14,5825.38,3229.27,2292.91
9.0,1158.67,316.81,65.87,48.07,101.64,71.75,433.09,1741.02,3342.49,5091.72,2716.34,1473.16
9.0,1183.02,353.6,63.52,46.41,101.64,72.89,338.42,1165.24,2970.08,4199.02,2229.01,1255.09
9.0,1100.67,292.29,55.68,38.12,88.83,62.64,240.48,734.26,2539.51,3591.88,2194.88,1283.74
10.0,726.05,217.68,97.24,69.62,78.58,50.11,655.07,909.85,1700.83,2117.52,1131.1,626.35
10.0,684.3,171.69,72.93,48.9,70.89,35.31,335.15,1085.43,2113.03,2421.53,1226.86,662.17
10.0,688.94,134.9,68.22,44.76,60.64,33.03,498.38,1544.92,2390.55,2859.09,1464.83,954.25
10.0,709.81,136.95,62.74,41.44,61.5,34.17,413.5,1655.51,2692.56,3229.0,1628.86,958.23
10.0,686.62,129.79,62.74,40.61,58.93,31.89,306.86,1396.7,2796.63,3299.29,1621.27,793.49
10.0,671.54,121.62,61.95,39.78,57.22,30.75,305.77,1336.27,2783.36,3423.18,1684.8,741.75
10.0,654.14,109.35,60.38,38.12,58.08,29.61,298.15,1196.03,2982.32,3504.02,1716.08,714.69
10.0,672.7,108.33,61.17,38.95,62.35,33.03,189.34,946.33,2576.24,3101.6,1329.25,479.91
10.0,563.68,99.13,63.52,40.61,57.22,31.89,146.9,592.88,2071.2,2395.17,1059.04,368.49
10.0,430.3,85.85,68.22,45.58,49.54,30.75,193.69,710.32,2177.31,2681.61,1182.3,411.47
11.0,1215.5,833.94,110.57,77.08,101.64,93.39,562.58,879.06,678.5,1390.89,1098.86,1790.72
11.0,877.99,564.13,89.4,62.16,76.87,63.78,610.46,768.47,592.79,1297.75,1673.42,2474.37
11.0,809.56,537.56,81.56,56.36,70.04,60.36,570.19,823.2,874.39,1883.8,2403.47,3744.59
11.0,779.4,481.35,77.63,53.04,65.77,51.25,948.87,1349.95,961.12,2482.16,3064.3,4916.91
11.0,688.94,404.7,68.22,46.41,59.79,46.69,458.11,939.49,814.2,2005.06,2837.7,4777.63
11.0,742.29,356.67,59.6,39.78,61.5,45.56,435.26,1307.76,988.67,2656.13,3338.3,5193.08
11.0,829.28,407.77,65.09,43.93,70.04,52.39,432.0,1332.85,875.41,2429.44,2644.29,4628.01
11.0,704.01,372.0,59.6,40.61,64.06,47.83,415.68,1232.51,814.2,2139.49,2750.47,4307.27
11.0,685.46,352.58,57.25,38.95,61.5,47.83,340.59,1093.41,771.34,1968.15,1821.32,2444.13
11.0,591.51,331.12,57.25,38.12,53.81,44.42,424.38,1172.08,798.89,2056.9,1642.13,2362.95
12.0,1089.08,672.46,109.79,73.76,93.95,71.75,1044.63,1233.65,948.87,2331.03,1896.22,2731.44
12.0,929.02,572.31,93.32,62.99,81.99,62.64,542.99,775.31,948.87,1927.74,1730.31,2449.7
12.0,719.09,463.98,81.56,53.87,55.52,47.83,871.61,1032.98,756.04,2006.81,1885.8,3126.19
12.0,600.79,346.45,66.66,41.44,46.98,38.72,1270.97,1266.72,687.68,2112.25,2556.11,4011.2
12.0,574.11,290.24,55.68,34.81,45.27,39.86,1281.85,1741.02,1163.14,3098.08,3023.53,4516.58
12.0,701.69,334.19,52.54,34.81,61.5,45.56,647.45,1204.01,1138.65,2569.14,2715.39,3738.22
12.0,810.72,397.55,68.22,43.93,65.77,48.97,866.17,1191.47,958.06,2174.63,2318.13,3470.81
12.0,846.67,434.34,75.28,48.07,69.18,53.53,401.53,812.93,979.48,1958.49,1884.85,2530.08
12.0,954.54,495.66,77.63,51.39,84.56,62.64,484.23,871.08,980.5,1931.25,1662.04,2226.06
12.0,966.13,482.37,77.63,50.56,83.7,66.05,399.35,725.14,736.65,1565.74,1238.23,1718.29
13.0,1399.91,754.22,110.57,80.39,123.84,95.67,1046.81,936.07,941.73,2020.87,2296.33,3057.75
13.0,1236.37,605.01,93.32,66.3,99.93,77.44,929.29,921.25,892.76,2171.12,2637.65,3638.74
13.0,1051.96,544.72,90.97,60.5,80.29,60.36,988.05,1377.31,1080.49,2585.84,3053.87,4317.62
13.0,912.78,460.91,79.2,50.56,70.89,53.53,1188.27,1424.06,1179.46,2979.47,3944.15,5832.16
13.0,868.71,430.25,72.15,47.24,67.47,51.25,770.41,1638.41,1335.57,3542.68,4025.69,5532.12
13.0,872.19,441.5,73.71,48.07,67.47,50.11,649.63,1749.0,1334.55,3757.07,4290.21,5726.31
13.0,881.47,432.3,72.15,47.24,70.04,51.25,601.75,1554.04,1527.38,4150.7,4135.67,5056.98
13.0,807.24,389.37,66.66,42.27,63.2,47.83,263.33,802.67,1125.39,2898.63,2958.11,3430.22
13.0,874.51,433.32,72.15,46.41,73.45,56.94,507.08,857.4,1090.7,2525.21,2408.21,2889.02
13.0,935.98,449.67,74.5,47.24,77.72,61.5,313.39,596.3,927.45,1915.44,1853.56,2163.98
14.0,1353.52,736.85,109.79,76.25,110.18,85.42,983.69,1032.98,1070.29,2459.31,2529.56,3329.94
14.0,1136.63,646.91,101.94,69.62,91.39,70.61,1393.93,1323.72,1131.51,3113.02,3397.09,4260.31
14.0,982.37,507.92,85.48,57.19,75.16,62.64,1488.6,1294.08,1092.74,3208.79,3869.25,5142.14
14.0,903.5,482.37,78.42,52.21,69.18,52.39,696.42,1299.78,1356.99,3796.6,4046.54,5274.26
14.0,814.2,402.66,72.93,46.41,62.35,45.56,995.66,1767.25,1127.43,3475.9,3862.61,5676.97
14.0,855.95,382.22,66.66,42.27,67.47,50.11,808.5,1530.09,1321.28,3623.51,3877.78,5127.82
14.0,911.62,455.8,72.93,48.07,74.31,56.94,609.37,1372.75,1072.33,3259.75,3378.12,4581.85
14.0,911.62,447.63,71.36,47.24,74.31,56.94,429.82,1071.75,898.88,2631.53,2814.95,3667.39
14.0,971.93,430.25,69.79,45.58,82.85,62.64,324.27,744.52,943.77,2142.12,2087.74,2569.08
14.0,1108.79,496.68,77.63,51.39,93.95,72.89,499.46,808.37,884.6,1931.25,1793.83,2357.38
15.0,1584.32,665.31,109.0,74.59,125.55,97.94,680.1,1117.36,1862.04,4128.73,4030.43,4160.83
15.0,1512.41,636.69,101.94,70.45,117.87,91.11,745.39,1444.58,1571.25,3693.8,4056.02,4491.91
15.0,1438.18,623.41,98.81,70.45,117.87,88.83,946.7,1554.04,1723.28,4272.83,4758.58,5363.39
15.0,1305.96,525.3,85.48,59.67,106.76,78.58,991.31,1592.8,2202.82,5060.97,5098.0,5244.01
15.0,1263.05,514.06,79.99,58.02,103.35,75.17,695.33,1353.37,2577.26,5395.73,5667.82,5552.02
15.0,1216.66,472.15,76.85,53.87,98.22,72.89,578.9,1425.2,2062.02,4568.93,3766.85,4722.72
15.0,1112.27,403.68,69.01,48.07,90.53,68.33,484.23,1294.08,1688.59,4010.11,4047.49,4266.68
15.0,705.17,303.53,50.97,35.64,60.64,45.56,738.86,1534.65,1476.37,3685.02,3617.05,4111.48
15.0,1230.57,389.37,61.17,43.93,102.49,78.58,524.49,1207.43,1273.33,3287.87,3289.0,3620.43
15.0,1506.61,465.0,79.99,56.36,120.43,89.97,346.03,910.99,1216.19,3027.79,2867.09,2917.67
16.0,1960.1,817.58,116.84,88.68,166.55,129.83,767.15,844.86,2776.22,4544.33,3743.15,3281.39
16.0,1764.09,648.96,95.67,72.11,146.05,105.92,801.97,1046.67,2640.52,4511.82,3618.0,3399.18
16.0,1464.86,606.03,90.18,68.79,118.72,91.11,973.9,1445.72,2973.14,5321.04,4472.25,4487.93
16.0,1256.09,563.11,78.42,61.33,111.03,80.86,638.75,896.17,2991.5,5380.79,4749.1,4968.64
16.0,993.97,407.77,65.87,48.07,81.99,53.53,549.52,1170.94,4025.06,6790.13,5700.05,5457.31
16.0,1141.27,353.6,59.6,42.27,93.95,60.36,835.7,1744.44,4539.29,7629.23,6214.88,6118.68
16.0,1368.59,413.9,68.22,48.9,108.47,70.61,607.19,1328.29,4444.4,7581.79,5735.13,5763.72
16.0,1318.72,391.42,65.09,45.58,105.91,70.61,415.68,1184.63,4546.43,7117.86,5167.21,4348.65
16.0,1395.27,447.63,69.79,49.73,112.74,75.17,599.57,1312.32,3608.78,6053.83,4540.51,4253.15
16.0,1385.99,427.19,70.58,49.73,111.89,75.17,313.39,882.48,3824.06,5761.24,3650.23,3021.93
17.0,1524.01,681.66,103.51,75.42,122.14,91.11,581.08,788.99,2569.1,3991.66,3273.83,3048.99
17.0,1318.72,485.44,84.69,59.67,102.49,79.72,519.05,861.96,2735.41,4557.51,3697.64,3832.13
17.0,1271.17,494.64,80.77,58.84,101.64,76.3,803.06,1133.32,3120.06,5189.25,4754.78,4748.98
17.0,1418.47,489.53,79.99,59.67,112.74,77.44,727.98,942.91,4061.79,6615.28,6398.81,6348.69
17.0,1392.95,431.28,73.71,53.04,108.47,70.61,650.72,1460.54,4283.2,7213.64,5728.5,5555.2
17.0,1317.56,417.99,70.58,49.73,104.2,68.33,679.01,1598.5,3837.33,6594.19,5396.66,5160.45
17.0,1229.41,428.21,69.79,48.9,97.37,68.33,503.82,1006.76,3237.4,5673.38,4320.55,4308.07
17.0,1135.47,374.04,64.3,43.93,90.53,62.64,480.96,904.15,3189.44,5228.79,4230.48,3600.53
17.0,1196.94,358.71,58.81,41.44,99.08,68.33,517.96,993.08,2205.88,3591.0,3364.85,2888.23
17.0,1165.62,361.78,58.81,41.44,93.95,67.19,288.36,770.75,2064.06,3728.95,2560.85,2364.54
18.0,1036.88,314.77,112.92,83.71,94.81,60.36,947.78,1214.27,2900.7,5220.88,4391.66,4246.78
18.0,904.66,235.06,97.24,70.45,87.12,54.67,812.85,1006.76,3264.94,5869.32,6012.93,6006.46
18.0,873.35,209.51,83.12,57.19,75.16,45.56,915.14,1953.09,4999.44,9392.66,6901.31,7894.27
18.0,833.91,231.99,75.28,52.21,74.31,45.56,1081.63,1865.3,7222.67,11593.66,9666.95,8441.83
18.0,768.96,171.69,66.66,44.76,70.89,42.14,782.38,1780.93,5436.13,9498.1,7143.08,6926.49
18.0,763.17,151.25,62.74,41.44,72.6,43.28,775.86,2029.48,5064.74,9023.63,7205.65,6146.53
18.0,903.5,190.09,70.58,48.07,85.41,53.53,605.01,1882.4,4280.14,7387.61,5476.3,4128.2
18.0,838.55,239.14,69.79,50.56,86.26,60.36,466.82,1060.35,3025.17,4345.75,2739.1,1474.75
18.0,727.21,314.77,59.6,48.07,87.97,72.89,374.33,997.64,2347.7,3580.46,2121.88,1143.67
18.0,1396.43,438.43,71.36,55.53,122.99,88.83,364.53,831.18,2313.01,3422.3,1892.43,1015.54
19.0,1798.89,629.54,108.22,81.22,145.2,96.8,1379.78,1878.98,4938.23,6618.8,4879.93,3570.29
19.0,1527.49,492.59,99.59,72.93,118.72,75.17,1344.96,1982.74,5183.1,7154.77,5408.03,4238.82
19.0,1443.98,451.71,88.61,62.99,111.89,70.61,1428.75,2658.85,6290.12,8395.41,6596.97,5378.52
19.0,1171.42,405.73,72.15,51.39,93.95,59.22,1096.86,2927.93,6990.04,9383.0,7048.27,6207.02
19.0,1179.54,343.39,64.3,44.76,90.53,55.81,1120.8,3105.79,7196.14,9651.86,7462.59,6476.03
19.0,1272.33,336.23,61.95,43.1,96.51,59.22,982.6,2831.02,8298.06,11460.1,8789.95,7702.47
19.0,1208.54,323.97,59.6,39.78,90.53,56.94,662.69,2469.59,7334.9,10093.82,6602.65,5232.07
19.0,1163.3,297.4,56.46,38.12,87.12,54.67,560.4,1971.34,5202.48,7379.7,5184.28,4046.22
19.0,1379.03,331.12,62.74,42.27,103.35,62.64,293.8,1028.42,4007.72,5306.11,3535.51,2107.47
19.0,1593.6,423.1,69.79,49.73,132.39,87.69,228.51,695.5,3359.83,4390.56,2912.6,1786.74
20.0,593.83,175.78,112.92,77.08,64.91,36.44,881.41,960.01,2788.47,3200.01,2317.19,1163.57
20.0,538.16,125.7,103.51,66.3,52.1,25.06,725.8,937.21,2721.13,3140.26,2338.99,1228.83
20.0,550.92,100.15,86.26,53.04,46.12,21.64,1121.89,1755.85,3601.64,4634.83,3030.17,2027.89
20.0,571.79,88.91,74.5,45.58,46.12,21.64,1169.77,1880.12,3695.51,4639.22,3508.02,2754.52
20.0,578.75,91.98,72.15,43.1,47.83,22.78,891.2,2704.46,4465.83,5761.24,3043.44,2019.93
20.0,589.19,103.22,69.79,40.61,48.68,23.92,532.11,1998.7,4478.07,5432.63,2784.61,1429.39
20.0,583.39,101.18,65.87,38.12,49.54,23.92,599.57,1907.49,3918.95,4954.65,2576.97,1436.55
20.0,542.8,85.85,59.6,34.81,47.83,23.92,323.18,1086.57,3200.66,3504.02,1631.7,575.42
20.0,563.68,82.78,55.68,33.15,51.25,27.33,173.02,674.97,2357.9,2479.52,1049.56,271.39
20.0,678.5,108.33,60.38,35.64,62.35,34.17,125.14,385.37,1860.0,1732.68,782.19,186.23
